record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp
PR006661,2026-05-02,MANDI-053,Hisar,Maize,1841.52,2006.88,1924.2,0.209
PR007754,2026-05-30,,Jalandhar,Sugarcane,3091.0,3578.428082113624,0.3335,
PR009093,2026-06-28,MANDI-027,Jalandhar,Sugarcane,3184.0,3464.0,3323.62,3500.0
PR001899,2026-02-13,MANDI-020,Fatehabad,Cotton,5929.48,0.7077,0.6503,6620.0
PR008982,2026-04-29,MANDI-054,Ludhiana,Mustard,0.5871,7044.0,6457.64,0.565
PR004147,2026-08-18,MANDI-042,Hisar,Wheat,2271.83,2697.79,2485.0,0.2275
PR007385,2026-05-13,MANDI-003,,Sugarcane,3449.0,3885.77,3667.33,3500.0
PR008157,2026-03-05,MANDI-050,,Sugarcane,3591.03,3880.5,0.3736,
PR002122,2026-04-10,MANDI-040,Ferozepur,Wheat,1958.57,2193.0,2075.96,2275.0
PR006795,2026-08-09,,Sirsa,Sugarcane,3638.22,3983.74,3810.98,
PR003940,2026-08-01,MANDI-026,Hisar,Maize,0.2111,2558.51,0.2335,
PR010987,2026-03-27,MANDI-007,Amritsar,Wheat,0.236,2871.8,2615.90684628943,2275.0
PR008684,2026-08-29,MANDI-049,Moga,Cotton,6115.11,7494.92,6805.02,6620.0
PR003625,2026-01-31,,Amritsar,Wheat,2344.6,2669.4923814127637,,2275.0
PR011252,2026-08-16,MANDI-031,,Rice,0.1932,2163.0,2047.7,
PR004690,2026-01-11,MANDI-033,Bathinda,Wheat,0.2264,2540.66,0.2402,2275.0
PR006921,2026-03-11,MANDI-052,Ferozepur,Wheat,2065.0,2316.0,0.2191,2275.0
PR000720,2026-07-13,,Kurukshetra,Cotton,0.6142,0.6524,6332.83,6620.0
PR010947,2026-05-27,MANDI-019,Ferozepur,Maize,,2096.87,1958.08,2090.0
PR003391,2026-04-17,MANDI-053,Jalandhar,Rice,0.2037,2375.45,0.2206,2183.0
PR000113,2026-03-30,MANDI-043,Sirsa,Rice,2132.22,2333.19,0.2233,2183.0
PR003488,2026-09-08,MANDI-014,Kurukshetra,Cotton,5723.58,7094.0,6408.8,6620.0
PR001879,2026-12-05,MANDI-032,,Rice,2057.68,,,
PR010743,2026-07-20,MANDI-014,Patiala,Mustard,0.5692,6816.0,,5650.0
PR007612,2026-05-19,MANDI-056,Kurukshetra,Cotton,5974.0,6788.0,6381.0,6620.0
PR001549,2026-07-20,MANDI-002,Ludhiana,Cotton,6804.14,8151.890866455033,7478.01,6620.0
PR010564,2026-04-25,MANDI-008,Bathinda,Sugarcane,3326.65,4017.65,3672.15,3500.0
PR008129,2026-10-07,MANDI-050,,Cotton,6288.0,7071.55,6679.971137910305,6620.0
PR005723,2026-02-16,,Karnal,Maize,0.1993,2304.938412324952,,2090.0
PR001700,2026-03-04,MANDI-026,Karnal,Wheat,2198.0,2347.49,2272.89,2275.0
PR007218,2026-08-25,MANDI-018,Jalandhar,Mustard,5325.0,0.5627,0.5476,
PR004039,2026-06-05,,Hisar,Maize,2156.2,2289.06,2222.63,2090.0
PR009026,2026-02-08,,Moga,Maize,2069.96,2257.02,2163.49,2090.0
PR003372,2026-02-10,MANDI-022,Moga,Maize,2187.26,2423.69,0.2305,
PR008818,2026-02-18,MANDI-047,Ambala,Mustard,5875.28,6632.0,6253.73,5650.0
PR007834,2026-04-02,MANDI-041,Ludhiana,Maize,,2371.0,0.2237,0.209
PR007820,2026-02-25,MANDI-024,Moga,Sugarcane,3372.61,3768.7,0.3571,3500.0
PR009725,2026-07-17,MANDI-010,Sirsa,Rice,0.1963,2155.85,2059.0,2183.0
PR000608,2026-05-23,MANDI-043,Sirsa,Cotton,6797.53,7389.456168117426,0.7093,6620.0
PR008801,2026-04-14,MANDI-047,Fatehabad,Wheat,0.2241,0.2485,2363.2,
PR001403,2026-06-21,MANDI-024,Ferozepur,Cotton,6798.76,,7567.29,6620.0
PR008659,2026-04-07,MANDI-019,Karnal,Rice,1909.0,2083.0,0.1996,2183.0
PR007272,2026-03-29,MANDI-052,Hisar,Sugarcane,3399.65,3655.68,3527.67,3500.0
PR000838,2026-07-07,MANDI-049,Karnal,Wheat,0.2164,2662.0,2412.99,0.2275
PR003810,2026-03-02,MANDI-041,Ambala,Cotton,0.6045,6963.695343606928,6504.52,0.662
PR004204,2026-02-12,MANDI-037,,Mustard,5832.609044663368,6645.0,6238.74,5650.0
PR009827,2026-06-26,MANDI-002,Hisar,Sugarcane,,3785.0,,3500.0
PR007666,2026-04-03,MANDI-048,Kurukshetra,Cotton,0.6591,7197.05,6894.07,6620.0
PR009384,2026-06-02,MANDI-009,Ludhiana,Wheat,2036.98,2497.071387999637,0.2267,2275.0
PR007717,2026-01-15,MANDI-038,Bathinda,Wheat,2263.38,2741.31,2502.35,
PR001370,2026-08-27,MANDI-039,Moga,Mustard,5923.11,7285.91,0.6605,5650.0
PR011594,2026-01-01,MANDI-015,Fatehabad,Mustard,0.5808,0.652,6163.797798596429,
PR004357,2026-01-20,MANDI-002,Ambala,Cotton,6890.0,0.7925,7407.64,6620.0
PR008130,2026-03-21,MANDI-043,Patiala,Sugarcane,3002.22,3729.0,0.3366,3500.0
PR007778,2026-02-08,MANDI-005,Moga,Sugarcane,0.3391,0.4143,3767.0,0.35
PR002887,2026-03-30,MANDI-025,Jalandhar,Cotton,0.6582,7179.18,6880.63,6620.0
PR011569,2026-05-09,MANDI-051,Sirsa,Wheat,1995.0,0.2325,2160.31,2275.0
PR002634,2026-06-22,MANDI-022,Bathinda,Cotton,0.5669,6823.82,6246.0,6620.0
PR001106,2026-07-15,,Fatehabad,Rice,0.1872,2020.0,0.1946,0.2183
PR007596,2026-08-23,MANDI-005,Bathinda,Cotton,6299.0,7185.68,6742.34,
PR004308,2026-12-01,MANDI-012,Karnal,Mustard,4810.71,5372.18,5091.4444625466585,
PR000785,2026-02-26,MANDI-057,Ludhiana,Maize,0.1981,,2212.0,2090.0
PR008177,2026-02-15,MANDI-028,Karnal,Rice,0.2206,2658.323305809221,,2183.0
PR007712,2026-08-26,MANDI-044,Patiala,Mustard,5472.65,0.6354,5913.53,5650.0
PR010650,2026-01-14,MANDI-011,Sirsa,Cotton,5999.35,0.6726,6362.77,6620.0
PR006640,2026-08-10,MANDI-040,Fatehabad,Rice,1944.46,2280.0,,
PR003582,2026-08-16,MANDI-047,Patiala,Rice,2193.53,,,2183.0
PR004889,2026-02-19,MANDI-043,Ferozepur,Wheat,2260.0,,2374.0,2275.0
PR003598,2026-09-01,MANDI-001,,Sugarcane,3634.47,4331.324008875819,3982.9,0.35
PR004615,2026-02-08,MANDI-041,Bathinda,Mustard,4957.5,,5381.0,5650.0
PR003983,2026-01-17,MANDI-033,Bathinda,Cotton,5988.7,6515.444868978728,6252.07,0.662
PR010057,2026-04-25,MANDI-020,Fatehabad,Cotton,6363.0,7426.13,6894.43,
PR010486,2026-01-29,MANDI-003,Ludhiana,Cotton,6057.0,6878.18,6467.62,6620.0
PR006199,2026-05-27,MANDI-026,Ludhiana,Rice,2277.67,2643.22,0.246,2183.0
PR003254,2026-07-23,MANDI-045,,Sugarcane,3439.4689824889565,4041.0,3740.04,
PR003203,2026-04-02,,Ferozepur,Wheat,2021.33,2381.4,2201.37,2275.0
PR000460,2026-03-06,,Kurukshetra,Sugarcane,3548.07,3760.13,3654.1,3500.0
PR006979,2026-04-07,MANDI-038,Karnal,Sugarcane,3003.7201748983834,3274.17,3138.9469740519216,
PR011184,2026-08-05,MANDI-020,Karnal,Mustard,5485.25,,5902.42,5650.0
PR004161,2026-05-13,MANDI-047,Moga,Rice,0.2292,2550.84,2421.0,2183.0
PR003164,2026-01-12,,Jalandhar,Rice,2068.66,2561.28,2314.97,2183.0
PR009965,2026-09-08,MANDI-015,Amritsar,Maize,1838.29,0.2061,0.195,
PR005950,2026-06-02,MANDI-001,Fatehabad,Rice,0.1876,2335.0,,2183.0
PR009987,2026-02-25,MANDI-035,,Rice,,2666.058836099982,2471.0,2183.0
PR005311,2026-06-26,,Bathinda,Rice,2267.58,2476.0,2372.002768658568,2183.0
PR011200,2026-02-15,MANDI-031,Sirsa,Sugarcane,0.3157,3463.2,3310.0,0.35
PR001686,2026-07-26,MANDI-021,Hisar,Maize,1839.0,2035.71,1937.27,2090.0
PR010148,2026-06-25,MANDI-054,Karnal,Wheat,0.2121,2305.77,2213.0,2275.0
PR002238,2026-07-08,MANDI-028,Moga,Sugarcane,3011.86,3426.0,3218.72,3500.0
PR007038,2026-08-14,MANDI-057,Hisar,Maize,2110.47,2515.0,2312.5,2090.0
PR011880,2026-08-31,MANDI-005,Ludhiana,Wheat,0.2,2102.0,2051.04,
PR007371,2026-06-14,MANDI-015,Karnal,Rice,2021.4,0.2439,2230.0,2183.0
PR008217,2026-04-02,MANDI-016,Bathinda,Sugarcane,3258.95,3643.0,3451.0,3500.0
PR005152,2026-09-01,MANDI-042,Sirsa,Wheat,2027.58,2209.3000090880378,2118.44,2275.0
PR011072,2026-03-25,MANDI-045,,Cotton,6153.0,6491.23,6322.24,6620.0
PR009641,2026-03-21,,Moga,Cotton,0.6856,0.8341,7598.46,0.662
PR001535,2026-02-21,MANDI-016,Patiala,Cotton,6755.0,7973.08,7363.79,6620.0
PR002812,2026-04-12,MANDI-016,Ambala,Wheat,2333.603734987886,2639.75,2486.68,2275.0
PR009680,2026-07-23,MANDI-036,,Cotton,5646.047335610214,,5871.03,6620.0
PR005552,2026-10-02,MANDI-030,Ambala,Sugarcane,3582.98,3766.1240474982797,3674.55,0.35
PR010502,2026-02-07,MANDI-042,Moga,Sugarcane,0.3301,,3645.56,3500.0
PR002918,2026-03-17,MANDI-029,Karnal,Sugarcane,3211.93,4004.75,3608.0,3500.0
PR007656,2026-05-27,MANDI-056,Moga,Mustard,5812.0,6975.9,6393.84,0.565
PR005928,2026-02-10,MANDI-015,Ludhiana,Rice,1864.39,2061.25,1962.82,2183.0
PR006555,2026-02-11,MANDI-011,Hisar,Sugarcane,3392.49,3795.05,3593.77,3500.0
PR001437,2026-07-02,MANDI-036,,Sugarcane,0.3494,4201.0,3847.0,3500.0
PR011486,2026-05-09,,Jalandhar,Rice,2156.0,2624.22,2390.01,
PR001324,2026-02-12,MANDI-050,Ambala,Wheat,2229.04,2747.0,2488.13,2275.0
PR000438,2026-12-06,MANDI-057,Ferozepur,Mustard,5870.23,7243.396486713769,6556.81,
PR006253,2026-11-04,MANDI-027,Ludhiana,Mustard,4884.43,5212.08,5048.0,5650.0
PR007372,2026-08-04,,Jalandhar,Cotton,6767.724348110159,0.7482,7124.98,6620.0
PR004285,2026-03-21,MANDI-018,Ferozepur,Rice,0.1974,2130.0,0.2052,2183.0
PR011099,2026-04-26,MANDI-030,Sirsa,Maize,0.1782,2199.82,1990.69,2090.0
PR001150,2026-06-20,MANDI-038,Amritsar,Wheat,2277.24,2840.51,2558.87,2275.0
PR010389,2026-06-02,MANDI-013,Amritsar,Mustard,0.5386,6148.73,5767.54424882374,5650.0
PR005254,2026-03-20,MANDI-024,Fatehabad,Cotton,6757.81,7461.02,7109.42,6620.0
PR001776,2026-01-13,MANDI-034,Bathinda,Sugarcane,0.3056,0.37,3377.8,3500.0
PR003667,2026-04-25,MANDI-030,Ferozepur,Mustard,0.4862,5261.523711960114,5061.81,0.565
PR001160,2026-01-16,MANDI-056,Ferozepur,Mustard,5602.02,6645.568293959211,6123.79,5650.0
PR008452,2026-06-04,MANDI-041,Ambala,Mustard,5527.283542904516,,5916.77,5650.0
PR004704,2026-01-16,MANDI-039,Ambala,Rice,2173.3,2480.87,2327.09,2183.0
PR006965,2026-06-27,MANDI-039,Kurukshetra,Wheat,1981.0,2115.16,2048.08,0.2275
PR011954,2026-06-10,MANDI-057,Ludhiana,Mustard,5544.0,5876.81,5710.33,0.565
PR010144,2026-10-03,,,Cotton,6393.52,7899.83,7146.68,6620.0
PR001110,2026-04-23,MANDI-006,Ambala,Rice,2176.61,2610.96,0.2394,
PR010276,2026-10-07,,Hisar,Rice,2051.91,2563.0,2307.0,2183.0
PR010735,2026-08-08,MANDI-007,Amritsar,Rice,2112.0,2594.0,2352.89,
PR001876,2026-03-28,MANDI-026,Ludhiana,Cotton,6016.55,6821.3,6418.9232845389415,6620.0
PR002297,2026-02-23,MANDI-008,Bathinda,Mustard,4847.35,5884.0,5365.89,5650.0
PR000556,2026-09-02,MANDI-005,Ferozepur,Mustard,5760.99,0.6389,0.6075,5650.0
PR011215,2026-09-03,MANDI-015,Ferozepur,Mustard,5218.33,0.644,5829.04,
PR003843,2026-07-15,MANDI-006,,Maize,1779.05,2016.8340713610482,0.1898,2090.0
PR003162,2026-08-23,MANDI-024,Patiala,Maize,2045.0,2432.9,2239.0,2090.0
PR001294,2026-02-12,MANDI-053,Patiala,Rice,2218.95,2587.95,2403.0,2183.0
PR001445,2026-12-06,MANDI-038,Karnal,Cotton,0.5748,6230.45,5989.43,
PR004641,2026-04-30,MANDI-056,Hisar,Rice,2154.38,2284.82,2219.6,2183.0
PR010967,2026-06-08,MANDI-027,Ambala,Rice,2033.07,2145.62,2089.0,0.2183
PR004311,2026-07-26,MANDI-024,Kurukshetra,Cotton,0.5721,6018.32,5870.0,6620.0
PR007002,2026-05-03,MANDI-003,Moga,Cotton,5759.1,7093.0,6426.0,
PR001466,2026-08-31,MANDI-020,Fatehabad,Rice,1962.51,2365.0691083462098,2163.79,0.2183
PR004182,2026-04-17,,,Sugarcane,0.3007,3719.0,0.3363,3500.0
PR007490,2026-04-11,MANDI-056,Amritsar,Mustard,5735.0,,5955.0,5650.0
PR010505,2026-06-14,MANDI-051,Ludhiana,Sugarcane,3606.82,3838.93,3722.87,3500.0
PR001678,2026-08-26,MANDI-033,Ferozepur,Mustard,5264.43,5537.64,5401.0,5650.0
PR009340,2026-04-04,MANDI-003,Jalandhar,Sugarcane,3353.7,3789.0,3571.28,3500.0
PR001925,2026-04-05,MANDI-011,,Maize,1874.75,2054.17,1964.46,2090.0
PR010312,2026-03-29,MANDI-055,Jalandhar,Rice,2245.26,2542.12,2393.69,2183.0
PR009278,2026-03-09,MANDI-042,,Mustard,5823.19,6920.17,6371.68,5650.0
PR010465,2026-01-07,MANDI-043,Karnal,Maize,1835.189038260037,1954.94,,
PR001966,2026-04-18,MANDI-050,Kurukshetra,Mustard,4899.01,5669.51,5284.0,5650.0
PR008596,2026-04-09,MANDI-056,Ambala,Rice,2251.04,2788.32,2519.68,2183.0
PR006456,2026-03-31,MANDI-029,Amritsar,Maize,2066.38,2523.92,2295.15,0.209
PR009281,2026-09-04,MANDI-030,Patiala,Mustard,0.4857,5158.0,5007.37,
PR008289,2026-02-21,MANDI-034,Karnal,Rice,1898.11,2359.35,,2183.0
PR007773,2026-01-21,MANDI-036,Patiala,Cotton,6565.39,0.7988,,6620.0
PR006290,2026-06-25,,Sirsa,Wheat,2322.9994714522827,0.2478,,2275.0
PR006477,2026-07-26,MANDI-053,,Mustard,4987.53,6149.05,5568.29,
PR004860,2026-02-01,,Ambala,Rice,0.207,2471.0,0.2271,2183.0
PR007915,2026-09-01,MANDI-002,Ferozepur,Rice,0.2147,2653.62,2400.065389189027,
PR005081,2026-01-01,MANDI-013,Sirsa,Rice,2143.43,2647.41,2395.42,2183.0
PR001973,2026-06-15,MANDI-035,,Maize,1870.82,2084.24,1978.0,2090.0
PR003374,2026-07-07,MANDI-033,,Maize,2140.69,2522.163735271646,2331.43,2090.0
PR005140,2026-06-08,MANDI-047,Fatehabad,Rice,2212.75,0.274,2476.0,2183.0
PR002875,2026-02-20,MANDI-024,Patiala,Wheat,2002.76,2367.09,2184.92,2275.0
PR004418,2026-01-11,MANDI-057,Kurukshetra,Cotton,,7592.38,7153.644301484192,6620.0
PR002813,2026-06-19,,Ferozepur,Rice,1988.75,2342.0,2165.6,2183.0
PR007075,2026-02-10,,Bathinda,Wheat,2127.35,2342.0,2234.73,2275.0
PR002677,2026-08-13,MANDI-053,Jalandhar,Mustard,5018.0,5691.3,5354.59,5650.0
PR005916,2026-02-24,,Kurukshetra,Rice,1946.0,2135.9,2041.02,2183.0
PR007347,2026-08-05,MANDI-020,Sirsa,Rice,2043.0,2368.97,0.2206,2183.0
PR005727,2026-05-11,MANDI-054,,Cotton,5955.96,7323.0,6639.66,
PR004327,2026-05-27,MANDI-050,,Mustard,5245.09,6393.804918340543,5819.446706480942,
PR006997,2026-02-13,MANDI-031,Hisar,Mustard,5445.93,0.6443,5945.0,5650.0
PR004864,2026-03-06,MANDI-014,Ambala,Wheat,0.214,2645.0,2392.35,
PR003867,2026-05-02,MANDI-030,Ferozepur,Wheat,0.1965,2374.85,2170.12,2275.0
PR002754,2026-01-13,MANDI-009,Ambala,Cotton,6339.0,7458.54,6898.75,6620.0
PR008727,2026-07-19,MANDI-055,Patiala,Rice,,2150.55,2045.47,
PR005330,2026-08-26,MANDI-025,Hisar,Wheat,2197.93,2309.58,2254.0,2275.0
PR001813,2026-08-31,MANDI-001,,Sugarcane,3674.92,4220.7,3947.81,3500.0
PR010665,2026-08-25,MANDI-031,Fatehabad,Wheat,2343.0,2837.87,2590.42,0.2275
PR006258,2026-09-09,MANDI-010,Ambala,Rice,2277.65,2576.1770050010077,2426.91,2183.0
PR001209,2026-01-19,MANDI-040,Sirsa,Wheat,0.1991,2150.14,2070.43,0.2275
PR004325,2026-03-26,MANDI-055,Bathinda,Maize,0.2017,2211.0,2114.0,2090.0
PR003357,2026-05-03,MANDI-054,,Mustard,5659.93,6160.86,5910.0,5650.0
PR005447,2026-06-10,MANDI-047,Karnal,Sugarcane,3264.93,3949.0,3606.86,3500.0
PR005945,2026-02-01,MANDI-015,Ambala,Maize,1866.0,2171.74,2018.87,2090.0
PR005301,2026-05-01,MANDI-018,Hisar,Mustard,5068.78,5977.38,5523.08,
PR006325,2026-01-15,MANDI-044,Ferozepur,Wheat,2011.29,2328.48,0.217,2275.0
PR007107,2026-06-10,MANDI-053,Ferozepur,Cotton,6119.07,6772.25,6445.661422706133,
PR009279,2026-09-04,MANDI-021,Karnal,Cotton,0.6798,8253.56,7525.555490820452,6620.0
PR011336,2026-02-08,MANDI-046,,Maize,1805.0,1964.0,1884.0,2090.0
PR008701,2026-09-06,MANDI-006,Jalandhar,Maize,1982.2177491399561,2386.3,,0.209
PR007175,2026-02-11,MANDI-030,,Rice,2160.84,2635.34,2398.09,2183.0
PR008110,2026-03-19,MANDI-014,Ferozepur,Rice,2166.94,2522.0,2344.69,2183.0
PR002532,2026-04-19,MANDI-033,Hisar,Mustard,5621.572311157307,6480.55,6051.06,5650.0
PR011238,2026-02-14,MANDI-031,Ludhiana,Wheat,2323.02,0.2482,2402.71,2275.0
PR011967,2026-03-22,MANDI-040,Fatehabad,Rice,2164.856676455353,2602.645190693822,2384.0,2183.0
PR002663,2026-05-04,MANDI-005,Ambala,Cotton,0.6679,7653.46,7166.37,6620.0
PR007087,2026-01-08,MANDI-019,,Wheat,0.2266,2437.48,2351.68277764317,2275.0
PR003107,2026-04-30,MANDI-025,,Mustard,5687.0,6615.54,6151.28,5650.0
PR001217,2026-01-23,MANDI-053,Karnal,Maize,1977.0,2462.74,2219.8163900662234,2090.0
PR007204,2026-07-28,MANDI-046,Bathinda,Wheat,2385.0755688974145,0.2635,2510.07,2275.0
PR005706,2026-06-15,MANDI-027,Kurukshetra,Wheat,2012.0,2344.0,0.2178,2275.0
PR007845,2026-01-13,,Kurukshetra,Rice,2138.0,2506.9,2322.3,
PR003708,2026-06-21,MANDI-020,Sirsa,Sugarcane,3343.87,3627.94,3486.0,3500.0
PR000677,2026-03-27,MANDI-025,Fatehabad,Wheat,2367.0,2740.08,2553.48,0.2275
PR003430,2026-09-06,MANDI-022,Sirsa,Wheat,2016.3,2175.88,2096.0,
PR010843,2026-07-17,MANDI-045,,Sugarcane,3502.0,3704.5118220936783,3603.0,3500.0
PR002953,2026-08-28,MANDI-026,Kurukshetra,Wheat,2188.1670377897426,2502.0,,2275.0
PR008850,2026-02-06,MANDI-029,Patiala,Mustard,0.496,5964.3,5462.0,5650.0
PR000691,2026-06-09,MANDI-027,Ludhiana,Wheat,2199.14,2711.9880755088957,2455.56,
PR000347,2026-06-28,MANDI-029,Sirsa,Cotton,6144.37,7554.34,6849.36,6620.0
PR001758,2026-10-04,MANDI-021,,Cotton,5685.83,6239.0,5962.0,6620.0
PR001045,2026-05-18,,Ambala,Cotton,6544.0,7349.98,6947.0,6620.0
PR008513,2026-07-05,MANDI-020,Ferozepur,Sugarcane,3454.0,3995.9,3724.77,3500.0
PR010171,2026-05-01,MANDI-026,,Rice,2085.97,2586.97,2336.4671697602416,2183.0
PR000156,2026-05-14,,Amritsar,Rice,0.1908,0.2087,1997.8214817841942,0.2183
PR008891,2026-08-28,MANDI-005,Kurukshetra,Rice,2241.41,2438.7307790843424,2340.07,2183.0
PR009559,2026-01-15,MANDI-044,,Maize,2047.89,2256.5029086821455,0.2152,2090.0
PR008074,2026-01-08,MANDI-024,,Mustard,0.5535,6389.34,5962.0,5650.0
PR007237,2026-08-04,MANDI-022,Bathinda,Cotton,,8351.0,7562.0,6620.0
PR001439,2026-07-31,MANDI-028,Patiala,Maize,2104.2,2373.15,2238.68,2090.0
PR008422,2026-07-21,MANDI-020,Kurukshetra,Wheat,2143.0,2342.6240418122047,2243.0,2275.0
PR006928,2026-06-20,MANDI-030,Moga,Sugarcane,,4043.17,3827.24,
PR002060,2026-07-22,MANDI-051,Ludhiana,Mustard,5341.66,5880.5,5611.0,5650.0
PR006556,2026-05-10,MANDI-011,Sirsa,Cotton,6509.595216213443,7922.0,7215.88,6620.0
PR011590,2026-07-04,MANDI-044,Kurukshetra,Rice,1960.23,2273.64,2116.934434316513,2183.0
PR009362,2026-04-24,,Kurukshetra,Maize,1803.97,1969.0,1886.3411018242289,2090.0
PR009907,2026-06-17,MANDI-038,Patiala,Maize,0.1979,2206.14,2092.36,2090.0
PR007277,2026-07-02,MANDI-008,Ferozepur,Sugarcane,3019.82,0.3503,3261.0,3500.0
PR000243,2026-07-04,MANDI-020,Moga,Mustard,5363.0,6459.0,5911.12,
PR011376,2026-08-08,MANDI-012,Ambala,Cotton,5657.5,6053.0,0.5855,
PR003566,2026-02-03,MANDI-028,Jalandhar,Maize,1864.0,0.2146,2004.95,2090.0
PR005458,2026-02-20,MANDI-002,Kurukshetra,Sugarcane,3073.31,3783.37,0.3428,3500.0
PR007979,2026-07-18,MANDI-041,Karnal,Mustard,5057.22,5744.34,5400.78,5650.0
PR010024,2026-01-16,MANDI-016,Fatehabad,Rice,2202.0,2585.88,2394.0,2183.0
PR007765,2026-01-24,MANDI-046,Fatehabad,Cotton,6729.35,7830.0,0.728,
PR010479,2026-02-27,MANDI-022,Sirsa,Maize,1838.2064124033468,1931.0,0.1885,2090.0
PR007337,2026-12-01,MANDI-017,Jalandhar,Wheat,2321.794514831984,2649.68,2485.74,
PR001351,2026-06-08,MANDI-032,Amritsar,Mustard,5399.95,6624.93,6012.0,5650.0
PR008315,2026-04-18,MANDI-008,Bathinda,Mustard,5385.71,6696.91,6041.31,5650.0
PR007281,2026-02-18,MANDI-033,Bathinda,Sugarcane,,3591.16,,3500.0
PR007323,2026-03-19,MANDI-046,Ambala,Maize,2012.7023611303518,2329.25,2170.97,2090.0
PR010198,2026-06-22,MANDI-025,Ludhiana,Mustard,5301.4,5919.43,5610.0,5650.0
PR000713,2026-05-10,MANDI-008,Ambala,Cotton,5810.39,0.6886,6348.28,6620.0
PR006222,2026-07-16,MANDI-011,Moga,Wheat,2364.32,2793.44,2578.88,2275.0
PR003872,2026-02-18,MANDI-032,Ambala,Maize,2028.0,2174.0,2101.02,2090.0
PR007609,2026-04-16,MANDI-043,Ambala,Sugarcane,3070.0,3291.52,3180.59,3500.0
PR001333,2026-07-01,,Jalandhar,Maize,1939.5029409467288,2368.5831747972916,2154.04305787201,2090.0
PR003185,2026-01-28,MANDI-044,Ambala,Rice,2171.92,2317.44,2244.683762340035,2183.0
PR005476,2026-08-01,MANDI-056,,Wheat,2190.91,2352.25,2271.58,
PR007358,2026-09-05,MANDI-050,Hisar,Cotton,5968.21,6314.89,6141.55,
PR005684,2026-02-25,,,Cotton,5802.0,6960.2,6381.13,0.662
PR004699,2026-05-07,MANDI-055,Karnal,Sugarcane,3286.35,3838.0,0.3562,3500.0
PR002231,2026-05-06,MANDI-050,Ferozepur,Maize,1920.6309687137393,2049.11,1984.871717843891,
PR010561,2026-02-20,MANDI-024,Fatehabad,Wheat,0.2305,2568.83,2436.83,
PR000447,2026-08-30,MANDI-054,Hisar,Mustard,4859.38,5826.0,5342.87,5650.0
PR003794,2026-07-21,MANDI-053,,Sugarcane,3328.97,3764.98,3547.0,0.35
PR005179,2026-08-26,MANDI-006,Moga,Wheat,0.1954,2086.97,2020.26,2275.0
PR000604,2026-07-16,MANDI-039,Ferozepur,Cotton,6771.9,7800.485202236033,7286.19,
PR010913,2026-06-16,MANDI-024,,Maize,0.1824,1948.87,1886.67,2090.0
PR001887,2026-03-21,MANDI-001,Moga,Mustard,5432.63,6155.84,5794.23,
PR001557,2026-06-26,MANDI-032,Amritsar,Mustard,5486.47,0.6596,6041.1,5650.0
PR002204,2026-10-03,MANDI-051,Ludhiana,Maize,1892.07,2239.12,2065.6,
PR011905,2026-03-30,MANDI-047,Kurukshetra,Wheat,2320.8346167142913,2613.61,,2275.0
PR004322,2026-07-13,MANDI-016,Ludhiana,Sugarcane,3347.19,4176.0,3762.0,3500.0
PR006580,2026-03-11,MANDI-056,Ferozepur,Rice,2161.5,2681.43,2421.47,2183.0
PR009897,2026-12-05,MANDI-037,Jalandhar,Wheat,2087.58,2353.61,2220.5941056535466,2275.0
PR000193,2026-02-21,MANDI-021,,Maize,0.2105,2552.28,2328.506623908538,2090.0
PR004282,2026-03-29,MANDI-019,Bathinda,Maize,1956.2,2164.17,0.206,2090.0
PR011367,2026-02-20,MANDI-027,,Wheat,2287.76,2430.24,2359.0,2275.0
PR002367,2026-05-22,MANDI-029,Ferozepur,Cotton,,6871.78,0.6261,6620.0
PR009565,2026-01-17,,Kurukshetra,Rice,2098.3,0.2435,2266.69,
PR006231,2026-04-19,MANDI-020,Sirsa,Rice,2148.0,0.2332,,2183.0
PR008155,2026-08-24,MANDI-008,,Sugarcane,3470.0,0.4323,3896.68,3500.0
PR009616,2026-08-16,MANDI-026,,Rice,1869.0,2001.14,1935.25,2183.0
PR008374,2026-05-21,MANDI-053,Moga,Maize,1970.0,0.232,2145.33,0.209
PR010052,2026-03-10,MANDI-010,,Rice,2221.97,2584.53,2403.0,
PR003251,2026-03-09,MANDI-028,Amritsar,Mustard,4827.12,5668.03,,5650.0
PR006798,2026-05-15,MANDI-007,Bathinda,Cotton,6001.0,7499.97,0.675,6620.0
PR011097,2026-02-20,MANDI-011,Patiala,Sugarcane,0.3514,0.437,3942.12,0.35
PR005375,2026-01-14,MANDI-028,Ferozepur,Sugarcane,0.3175,3817.56,3496.31,3500.0
PR006492,2026-07-16,MANDI-029,Patiala,Rice,2013.0,2238.0688320223276,2125.65,2183.0
PR005486,2026-03-04,MANDI-022,Jalandhar,Wheat,2336.181999024442,2649.0,2492.59,0.2275
PR010941,2026-06-16,MANDI-009,Patiala,Mustard,5649.69,6464.81,6057.2510130042465,
PR006839,2026-04-11,MANDI-021,Patiala,Cotton,6029.03,6802.0,6415.727065764002,6620.0
PR005923,2026-04-06,MANDI-006,Kurukshetra,Cotton,0.6278,7564.63,,6620.0
PR007591,2026-09-06,MANDI-012,,Maize,,2374.78,0.221,0.209
PR007346,2026-06-20,MANDI-025,Jalandhar,Sugarcane,0.3222,3993.59,0.3608,3500.0
PR004574,2026-01-09,MANDI-022,Bathinda,Cotton,,7220.0,0.6982,6620.0
