sensor_id,timestamp,humidity_percent,temperature_c,rainfall_mm
SEN022,,46.0,33.888888888888886,26.6
SEN044,,41.0,39.888888888888886,45.72
SEN011,,59.0,,24.5
UNKNOWN,,68.0,26.6,10.8
SEN043,,75.0,16.2,20.7
UNKNOWN,,,28.0,26.669999999999998
SEN008,,78.0,23.5,1.49
SEN035,,57.0,34.4,2.5
SEN020,,45.0,,16.1
SEN033,,,36.7,46.6
SEN001,,72.0,22.5,1.62
SEN044,,53.0,31.61111111111111,6.1
SEN012,,,,28.8
SEN035,,68.0,22.88888888888889,22.352
SEN023,,70.0,28.88888888888889,26.5
SEN046,,40.0,,3.4
SEN034,,86.0,,43.4
SEN036,,41.0,,5.5
SEN011,,,21.722222222222218,49.6
SEN009,,72.0,19.0,1.3
SEN014,,,26.4,31.9
SEN023,,68.0,26.611111111111114,34.8
SEN025,,76.0,34.7,22.1
SEN050,,39.0,33.77777777777778,
SEN040,,79.0,33.0,13.6
SEN037,,47.0,34.72222222222222,1.5239999999999998
SEN007,,59.0,35.5,47.9
SEN036,,67.0,35.0,
SEN002,,,,3.4
SEN025,,,30.5,30.225999999999996
SEN033,,54.0,26.4,10.2
UNKNOWN,,,,20.32
SEN033,,64.0,,28.6
SEN004,,86.0,19.5,25.9
SEN042,,84.0,16.9,20.32
SEN025,,43.0,15.3,36.0
SEN044,,61.0,39.5,3.3
UNKNOWN,,54.0,29.0,23.114
SEN040,,46.0,17.7,48.3
SEN021,,38.0,24.0,39.4
SEN001,,88.0,37.111111111111114,11.684
SEN039,,82.0,,31.3
SEN030,,77.0,19.9,28.955999999999996
SEN016,,33.0,26.2,15.9
SEN002,,48.0,,20.32
SEN034,2026-04-04 05:30:00,39.0,31.72222222222222,19.6
UNKNOWN,,46.0,21.999999999999996,29.9
SEN001,,72.0,34.7,0.0
SEN004,,52.0,20.6,18.3
SEN019,,51.0,19.3,4.064
SEN048,,86.0,20.3,33.9
SEN018,,77.0,,0.81
SEN026,,32.0,20.72222222222222,16.1
SEN022,,76.0,33.72222222222222,9.0
SEN019,,67.0,21.22222222222222,33.2
SEN050,,41.0,22.0,39.4
SEN030,,33.0,19.1,18.0
SEN002,,56.0,32.9,39.2
SEN019,,73.0,37.111111111111114,1.14
SEN050,,34.0,22.3,44.6
SEN021,,37.0,35.6,33.8
SEN014,,75.0,15.4,27.5
SEN009,,49.0,30.27777777777778,-12.0
SEN009,,70.0,30.27777777777778,43.9
UNKNOWN,,,25.72222222222222,13.6
SEN033,,36.0,39.9,30.7
SEN037,,41.0,34.3,-46.3
SEN024,,62.0,22.0,40.5
SEN034,,46.0,39.2,48.4
SEN003,,86.0,37.111111111111114,24.9
SEN011,,36.0,35.111111111111114,1.03
SEN033,,,21.22222222222222,0.14
UNKNOWN,,32.0,36.9,37.0
SEN030,,91.0,28.0,1.0
SEN049,,89.0,38.0,5.5
SEN023,,95.0,34.72222222222222,-1.0
SEN002,,72.0,31.4,-10.2
SEN049,,68.0,38.111111111111114,45.6
SEN001,,,29.2,24.1
SEN010,,33.0,36.3,-12.3
SEN026,,93.0,16.5,23.3
SEN003,,83.0,36.4,41.9
SEN043,,,16.38888888888889,44.4
SEN003,,37.0,,
SEN038,,72.0,31.72222222222222,32.2
SEN043,,93.0,,0.3
SEN046,,60.0,32.4,4.7
SEN002,,62.0,37.5,44.9
SEN014,,88.0,28.3,22.8
SEN030,,72.0,,18.2
SEN009,,59.0,21.4,
SEN025,,45.0,37.72222222222222,36.4
SEN011,,47.0,20.4,26.9
SEN033,,76.0,26.1,-48.4
SEN034,,83.0,15.222222222222221,2.2859999999999996
SEN010,,49.0,31.22222222222222,20.574
SEN020,,72.0,23.77777777777778,49.8
SEN036,,32.0,,11.0
SEN005,,59.0,37.9,11.5
SEN024,,49.0,17.72222222222222,10.0
SEN044,,55.0,,28.5
SEN017,,,18.1,17.8
SEN005,,46.0,35.888888888888886,9.5
SEN011,,83.0,39.888888888888886,43.9
SEN006,,,19.3,22.6
SEN001,,55.0,37.0,1.21
SEN047,,72.0,31.61111111111111,1.22
SEN025,,70.0,15.7,24.9
SEN020,,86.0,33.1,41.91
SEN038,,81.0,18.3,0.17
SEN026,,50.0,,35.1
SEN001,,90.0,26.0,15.1
UNKNOWN,,87.0,27.2,5.3
SEN013,,50.0,28.88888888888889,-2.4
SEN004,,30.0,29.6,35.306
SEN010,,,19.8,
SEN003,,,27.7,-19.3
SEN010,,92.0,21.2,0.02
UNKNOWN,,,21.8,27.686
UNKNOWN,,49.0,21.7,-4.1
SEN025,,91.0,21.999999999999996,48.2
SEN047,,91.0,30.2,0.41
SEN012,,76.0,30.77777777777778,14.985999999999999
SEN015,,84.0,32.611111111111114,15.0
SEN040,,47.0,24.499999999999996,40.7
SEN033,,,26.4,18.1
SEN008,,42.0,27.8,1.64
SEN040,,,28.1,15.9
SEN049,,79.0,31.5,
SEN018,,85.0,35.6,29.4
SEN009,,31.0,21.7,44.7
UNKNOWN,,81.0,23.5,37.5
SEN017,,52.0,,-26.2
SEN017,,38.0,,34.1
SEN029,,81.0,39.4,23.114
SEN041,,81.0,30.4,14.5
SEN047,,43.0,15.4,29.2
SEN027,,44.0,32.7,17.4
SEN043,,76.0,31.61111111111111,47.244
SEN049,,53.0,15.6,21.1
SEN013,,32.0,17.77777777777778,1.09
SEN048,,70.0,30.38888888888889,1.57
SEN016,,84.0,22.5,25.4
SEN009,,69.0,,
SEN024,,32.0,23.4,1.47
SEN038,,85.0,30.72222222222222,-6.1
SEN031,,79.0,31.0,0.51
SEN044,,52.0,22.61111111111111,41.2
SEN004,,45.0,,3.4
SEN004,,43.0,30.88888888888889,-2.6
SEN042,,70.0,28.5,17.3
SEN033,,82.0,32.9,21.6
SEN030,,53.0,,11.176
SEN011,,59.0,,
SEN044,,75.0,33.7,0.09
SEN024,,76.0,33.5,32.7
SEN030,,73.0,,1.5
SEN049,,77.0,,38.8
SEN029,,,39.7,1.33
SEN037,,48.0,38.5,48.4
SEN017,,40.0,27.38888888888889,43.7
SEN044,,52.0,33.5,11.7
SEN014,,52.0,,12.4
SEN001,,95.0,23.1,1.8
SEN008,,,18.7,19.1
SEN035,,39.0,34.5,3.8
SEN027,,48.0,21.8,3.5
SEN048,,47.0,,9.652
SEN036,,71.0,,46.99
SEN001,,,30.72222222222222,33.2
SEN032,,79.0,28.8,31.9
SEN031,,54.0,38.2,0.254
SEN026,,47.0,33.388888888888886,5.4
SEN010,,36.0,22.0,20.5
SEN017,,56.0,,-30.4
SEN020,,78.0,,7.8
SEN022,2026-03-29 05:30:00,76.0,35.888888888888886,10.2
SEN029,,91.0,18.61111111111111,33.4
SEN016,,77.0,37.611111111111114,32.766
SEN025,,91.0,20.888888888888886,17.4
SEN031,,33.0,35.2,9.398
SEN042,,51.0,28.277777777777782,8.2
SEN029,,79.0,27.5,1.84
SEN035,,,24.388888888888893,11.4
SEN038,,46.0,30.61111111111111,22.4
SEN027,,88.0,34.111111111111114,45.8
UNKNOWN,,35.0,36.72222222222222,44.9
SEN020,,65.0,18.388888888888886,33.9
SEN031,,59.0,35.27777777777778,5.334
SEN016,,35.0,18.8,45.974
SEN005,,82.0,,16.4
SEN029,,52.0,31.61111111111111,37.3
UNKNOWN,,79.0,33.1,43.7
SEN024,,71.0,30.2,10.6
SEN043,,,,
SEN031,,93.0,21.4,-0.5
SEN012,,92.0,33.888888888888886,-16.8
SEN015,,91.0,24.1,38.1
SEN016,,68.0,15.0,18.1
SEN040,,31.0,37.2,40.64
SEN029,,56.0,34.0,36.1
SEN030,,36.0,33.5,1.53
SEN039,,92.0,31.3,0.59
SEN033,,71.0,36.111111111111114,29.7
SEN032,,65.0,,6.9
SEN005,,59.0,28.77777777777778,3.6
SEN023,,46.0,,49.275999999999996
SEN041,,55.0,18.6,42.1
SEN014,,95.0,34.888888888888886,38.3
SEN008,,77.0,35.22222222222222,30.6
SEN004,,71.0,17.22222222222222,2.4
SEN023,,41.0,33.0,1.31
SEN028,,85.0,30.5,8.8
SEN040,,93.0,27.4,-24.4
SEN017,,64.0,21.8,19.3
SEN012,,36.0,21.722222222222218,0.09
SEN045,,30.0,24.6,37.2
SEN037,,,19.72222222222222,21.1
SEN039,,69.0,24.88888888888889,-9.7
SEN002,,57.0,37.611111111111114,2.2
SEN028,,92.0,24.111111111111114,13.1
SEN010,,88.0,,0.48
SEN016,,75.0,,28.5
SEN030,,82.0,15.4,46.7
SEN034,,36.0,33.5,30.6
SEN032,,44.0,26.888888888888893,44.5
SEN048,,41.0,25.611111111111107,0.3
SEN026,,53.0,,18.796
SEN050,,35.0,24.0,16.764
SEN001,,30.0,35.2,29.7
SEN049,,37.0,31.3,10.9
SEN007,,61.0,33.111111111111114,27.6
SEN016,,82.0,,0.0
SEN030,,49.0,22.277777777777775,0.2
UNKNOWN,,41.0,21.5,9.9
SEN025,,,16.88888888888889,-41.4
SEN012,,,29.3,1.4
SEN036,,59.0,34.3,10.7
SEN040,,47.0,30.5,25.4
SEN049,,40.0,25.27777777777778,47.1
SEN035,,73.0,17.4,34.2
SEN024,,75.0,39.611111111111114,1.41
SEN016,,81.0,23.9,2.2
SEN009,,81.0,33.6,0.01
SEN015,,74.0,24.4,25.2
SEN005,,82.0,21.4,43.2
SEN036,,62.0,23.000000000000004,41.3
SEN015,,84.0,27.38888888888889,29.7
SEN025,,91.0,25.611111111111107,
SEN047,,,25.3,5.3
SEN010,,,26.888888888888893,
UNKNOWN,,72.0,28.277777777777782,22.8
SEN030,2026-02-04 05:30:00,48.0,,13.7
SEN007,,39.0,21.11111111111111,2.794
SEN003,,63.0,17.72222222222222,
SEN038,,,23.9,45.2
SEN016,,,28.77777777777778,44.6
SEN025,,,27.8,32.7
SEN036,,63.0,,19.049999999999997
SEN009,,30.0,23.6,1.4
SEN004,,30.0,16.0,37.2
SEN041,,71.0,30.0,10.6
SEN047,,43.0,37.1,6.3
SEN023,,80.0,22.3,17.018
SEN039,,56.0,35.0,14.8
SEN007,,56.0,16.5,30.7
SEN022,,45.0,36.2,44.9
SEN011,,76.0,38.388888888888886,31.0
SEN001,,40.0,26.4,36.068
SEN038,,85.0,34.8,3.2
SEN019,,39.0,35.22222222222222,0.86
SEN046,,50.0,18.388888888888886,6.8
SEN015,,45.0,25.38888888888889,17.6
SEN034,,86.0,,9.7
SEN003,,52.0,30.27777777777778,25.1
SEN007,,47.0,37.1,34.29
SEN043,,84.0,19.2,14.6
SEN035,,91.0,37.6,15.5
SEN049,,95.0,32.5,22.352
SEN038,,36.0,19.222222222222218,28.7
SEN038,,67.0,,42.8
SEN026,,88.0,34.0,44.6
SEN035,,30.0,36.4,-11.5
SEN030,,71.0,21.9,1.64
SEN031,2026-02-10 05:30:00,,22.0,41.2
SEN043,,48.0,33.388888888888886,0.74
SEN032,,35.0,,1.73
SEN021,2026-08-25 05:30:00,66.0,32.611111111111114,31.4
SEN029,,58.0,36.2,43.4
SEN010,,54.0,,-49.3
SEN016,,83.0,32.5,47.1
SEN019,,31.0,16.3,0.42
SEN050,,92.0,23.3,22.5
SEN018,,88.0,23.7,11.4
SEN039,,70.0,34.2,5.2
SEN035,,36.0,30.6,43.434
SEN050,,69.0,,
SEN023,,,26.8,7.4
SEN030,,50.0,21.11111111111111,
SEN011,,,26.611111111111114,13.3
SEN046,,91.0,22.9,36.8
SEN011,,55.0,22.9,38.0
SEN049,,92.0,16.1,37.337999999999994
SEN015,,90.0,32.27777777777778,24.7
SEN013,,83.0,25.3,-28.5
SEN031,,34.0,,26.1
SEN007,,91.0,18.000000000000004,7.4
SEN023,,45.0,,
SEN005,,49.0,38.111111111111114,34.7
SEN047,,40.0,27.0,47.1
SEN050,,,24.7,23.5
SEN001,,52.0,27.7,7.9
SEN018,,45.0,36.111111111111114,7.6
UNKNOWN,,59.0,,-0.7
SEN037,,83.0,29.8,-43.5
SEN032,,83.0,30.11111111111111,21.4
SEN005,,93.0,22.722222222222225,39.878
SEN047,,34.0,31.11111111111111,11.7
SEN043,,43.0,20.0,45.2
SEN001,,77.0,16.6,21.2
SEN029,,60.0,37.1,1.61
SEN043,,60.0,39.388888888888886,29.6
SEN007,,77.0,32.27777777777778,8.5
SEN008,,56.0,31.2,10.8
SEN021,,42.0,16.72222222222222,0.54
SEN011,,46.0,16.27777777777778,39.0
SEN026,,32.0,32.5,9.2
SEN043,,53.0,,3.556
SEN017,,94.0,29.0,
SEN033,,71.0,18.1,41.7
SEN034,,75.0,37.72222222222222,0.4
UNKNOWN,,,38.7,24.2
SEN031,,66.0,35.72222222222222,41.9
SEN027,,57.0,27.4,49.784
SEN004,,42.0,,10.9
SEN039,,74.0,24.7,38.4
SEN031,,95.0,30.1,0.37
SEN017,,35.0,18.22222222222222,39.6
SEN044,,43.0,27.6,21.59
SEN016,,37.0,17.0,4.3180000000000005
SEN013,,66.0,38.0,26.924
SEN040,,39.0,29.77777777777778,36.068
SEN019,,91.0,31.22222222222222,24.7
SEN013,,38.0,26.6,-46.8
SEN017,,72.0,23.9,43.942
SEN020,,85.0,,2.6
SEN047,,58.0,25.500000000000004,29.1
SEN026,,91.0,,2.1
SEN024,,,21.0,38.5
SEN026,,69.0,,7.2
SEN001,,70.0,35.0,-48.8
SEN015,,87.0,33.5,35.559999999999995
SEN016,,,27.5,8.5
SEN024,,93.0,34.0,34.29
SEN050,,95.0,39.6,15.2
SEN027,,44.0,,19.3
SEN002,,37.0,32.5,35.7
SEN046,,88.0,27.61111111111111,10.0
SEN024,,,21.5,40.3
SEN027,,58.0,25.5,3.302
SEN018,,82.0,29.88888888888889,39.1
SEN031,,85.0,35.611111111111114,30.9
SEN038,,70.0,16.77777777777778,3.4
SEN041,,89.0,23.5,0.31
SEN001,,73.0,24.61111111111111,26.416
SEN034,,45.0,36.0,5.1
SEN004,,59.0,19.1,29.3
SEN050,,,34.388888888888886,2.0
SEN016,,94.0,22.7,0.25
SEN014,,,37.2,1.0
SEN036,,55.0,,35.8
UNKNOWN,,56.0,31.7,27.9
SEN004,,69.0,38.0,29.5
UNKNOWN,,81.0,18.0,3.8
SEN025,,53.0,,11.3
SEN004,,38.0,25.0,10.668
SEN034,,94.0,19.6,21.0
SEN013,,41.0,,1.26
SEN042,,51.0,29.0,17.9
SEN030,,38.0,,17.4
SEN012,,83.0,31.22222222222222,-1.4
SEN018,,62.0,,12.0
SEN016,,83.0,31.72222222222222,21.5
SEN027,,79.0,29.0,0.7
SEN040,,32.0,17.5,13.2
SEN019,,35.0,29.0,1.1
SEN040,,66.0,16.77777777777778,3.0479999999999996
SEN020,,42.0,23.3,9.7
SEN043,,59.0,18.388888888888886,2.8
SEN035,,,,43.18
SEN041,,94.0,18.000000000000004,1.42
SEN046,,69.0,22.9,-10.2
SEN044,,61.0,32.611111111111114,39.878
SEN032,,86.0,31.6,16.002
SEN022,,87.0,19.0,16.8
SEN026,,39.0,24.5,15.1
SEN018,,56.0,16.0,30.9
UNKNOWN,,81.0,35.4,-25.1
SEN002,,30.0,16.1,32.766
SEN036,,73.0,35.2,7.9
SEN039,,82.0,34.6,23.6
SEN040,,50.0,36.388888888888886,39.4
SEN048,,88.0,19.72222222222222,31.75
SEN041,,79.0,16.6,1.9
SEN029,,87.0,34.611111111111114,17.0
UNKNOWN,,94.0,21.4,13.4
SEN022,,31.0,38.8,8.7
SEN004,,88.0,,
SEN017,,45.0,36.888888888888886,7.5
SEN016,,78.0,23.4,0.24
SEN037,,64.0,37.611111111111114,-37.7
SEN008,,70.0,17.2,13.3
SEN006,,48.0,29.8,21.9
SEN010,,57.0,22.9,9.3
SEN029,,93.0,,11.3
SEN003,,84.0,38.3,0.89
SEN010,,40.0,38.77777777777778,4.5
SEN031,,83.0,26.888888888888893,6.4
SEN012,,58.0,,10.6
SEN024,,71.0,,3.8
SEN045,,61.0,33.5,27.94
SEN015,,87.0,21.77777777777778,5.1
SEN015,,55.0,31.72222222222222,36.2
SEN033,,70.0,38.3,19.812
SEN002,,80.0,32.611111111111114,1.2
SEN050,,31.0,21.0,-30.4
SEN011,,32.0,26.999999999999996,35.81399999999999
SEN007,,41.0,15.5,
SEN024,,45.0,19.4,12.5
SEN022,,58.0,25.11111111111111,23.114
SEN006,,93.0,24.61111111111111,-14.3
SEN044,,45.0,27.77777777777778,27.5
SEN005,,85.0,15.6,28.6
SEN023,,36.0,,44.7
SEN038,,72.0,29.0,
SEN024,,81.0,18.77777777777778,16.1
SEN023,,75.0,29.1,-20.0
SEN046,,83.0,,21.1
SEN036,,59.0,22.6,15.5
SEN024,,49.0,17.4,7.8
SEN049,,81.0,22.77777777777778,0.33
SEN035,,46.0,31.77777777777778,39.5
SEN048,,44.0,39.111111111111114,43.9
SEN032,,33.0,28.1,44.3
UNKNOWN,,32.0,,35.3
SEN028,,,19.27777777777778,37.6
SEN029,,59.0,,23.5
SEN014,,77.0,28.6,45.2
SEN009,,71.0,26.888888888888893,2.8
SEN003,,,,30.987999999999996
SEN015,,,18.61111111111111,-24.8
SEN005,,62.0,,7.365999999999999
SEN025,,31.0,20.222222222222225,31.496
SEN004,2026-08-28 05:30:00,34.0,16.8,33.528
SEN019,,69.0,,28.7
SEN006,,46.0,20.777777777777782,14.731999999999998
SEN023,,54.0,31.5,33.274
SEN017,,54.0,16.0,21.081999999999997
SEN026,,45.0,16.27777777777778,46.6
SEN009,,85.0,20.611111111111107,-2.1
SEN042,,42.0,,0.02
SEN013,,72.0,23.7,2.2
SEN031,,93.0,20.777777777777782,8.382
SEN031,,59.0,,0.34
SEN030,,58.0,20.0,21.3
SEN043,,61.0,35.7,36.7
SEN045,,72.0,28.7,36.2
SEN013,,54.0,,2.5
SEN048,,62.0,33.1,33.019999999999996
SEN005,,77.0,32.8,4.1
SEN048,,73.0,30.0,-47.8
SEN033,,,17.5,32.0
SEN024,,42.0,32.9,1.19
SEN049,,79.0,18.72222222222222,0.4
SEN018,,94.0,23.111111111111107,38.8
SEN022,,43.0,28.7,29.9
SEN048,,71.0,17.3,2.7
SEN016,,45.0,28.1,30.6
SEN012,,64.0,17.5,35.306
SEN018,,61.0,31.0,-28.8
SEN036,,30.0,16.8,13.1
SEN041,,86.0,31.3,15.3
SEN050,,78.0,30.8,17.6
SEN050,,94.0,15.5,34.7
SEN037,,87.0,28.2,30.9
SEN014,,72.0,18.6,-31.9
SEN040,,78.0,19.111111111111114,1.39
SEN034,,56.0,,1.93
SEN006,,56.0,35.1,-33.0
SEN034,,33.0,38.2,0.1
SEN025,,66.0,34.27777777777778,-26.1
SEN018,,92.0,35.388888888888886,49.9
SEN003,,78.0,23.388888888888886,
SEN008,,45.0,22.3,34.9
UNKNOWN,,49.0,24.8,33.3
SEN034,,64.0,,35.0
SEN027,,44.0,38.2,32.4
SEN019,,60.0,,14.3
SEN005,,57.0,33.3,-4.4
SEN010,,51.0,23.61111111111111,20.32
SEN049,,66.0,30.9,13.3
SEN032,,64.0,35.0,45.9
SEN050,,61.0,,38.099999999999994
SEN037,,33.0,33.3,-33.8
SEN037,,50.0,39.27777777777778,46.99
SEN037,,51.0,23.2,
SEN015,,74.0,,-33.0
SEN017,,62.0,21.4,
SEN039,,45.0,28.72222222222222,10.1
SEN012,,36.0,36.7,17.2
SEN012,,81.0,16.27777777777778,12.8
SEN001,,61.0,26.0,-1.1
SEN046,,94.0,,33.9
SEN006,,51.0,24.5,45.7
SEN027,,30.0,,31.241999999999997
SEN006,,90.0,29.7,1.27
SEN048,,63.0,20.777777777777782,9.2
SEN024,,,27.4,1.17
SEN024,,67.0,17.11111111111111,16.7
SEN006,,72.0,18.9,11.1
UNKNOWN,,79.0,,48.5
SEN034,,74.0,29.9,-26.4
SEN015,2026-03-11 05:30:00,75.0,36.111111111111114,1.63
SEN018,,87.0,22.77777777777778,37.7
UNKNOWN,,64.0,22.6,9.6
SEN042,,64.0,19.222222222222218,11.3
SEN034,,81.0,34.0,37.1
SEN028,,78.0,35.27777777777778,35.2
SEN027,,88.0,33.7,
SEN024,,78.0,,34.0
SEN008,,46.0,20.0,32.4
SEN030,,34.0,,5.8
SEN039,,57.0,29.61111111111111,7.619999999999999
SEN049,,71.0,17.5,3.6
SEN038,,,29.22222222222222,1.42
SEN045,,76.0,25.5,45.4
SEN025,,59.0,26.9,0.6
SEN048,,57.0,21.7,11.43
SEN042,,37.0,21.11111111111111,33.0
SEN043,,43.0,23.388888888888886,16.5
SEN005,,60.0,29.7,37.1
SEN005,,65.0,25.0,13.208
SEN040,,31.0,18.5,14.7
SEN044,,64.0,18.5,
SEN022,,72.0,,42.4
SEN013,,90.0,35.27777777777778,0.0
SEN028,,62.0,26.4,30.2
SEN004,,94.0,15.0,11.2
SEN017,,91.0,30.4,1.04
SEN034,,55.0,,18.9
UNKNOWN,,57.0,27.722222222222225,8.6
SEN027,,,35.72222222222222,46.228
SEN027,,87.0,35.6,11.1
SEN046,,38.0,35.7,5.8
SEN012,,65.0,21.77777777777778,1.21
SEN017,,76.0,30.8,1.52
SEN032,,76.0,15.1,5.5
SEN017,,88.0,,26.2
SEN026,,33.0,39.5,30.7
SEN043,,70.0,16.61111111111111,1.2
SEN028,,91.0,25.6,
SEN005,,78.0,26.4,22.4
SEN035,,77.0,20.8,27.3
SEN008,,82.0,30.3,28.2
SEN034,,84.0,34.5,
SEN001,,39.0,24.7,1.05
UNKNOWN,,46.0,19.222222222222218,4.4
SEN001,,52.0,30.5,-31.4
SEN022,,41.0,29.88888888888889,37.1
SEN049,,55.0,21.6,22.9
SEN043,,35.0,35.77777777777778,43.5
SEN005,,79.0,16.88888888888889,47.2
SEN015,,35.0,26.0,-0.5
SEN024,,,27.5,38.7
SEN049,2026-02-07 05:30:00,87.0,31.5,0.08
SEN028,,68.0,,
SEN014,,,26.0,16.256
SEN010,,76.0,22.722222222222225,-6.5
SEN005,,38.0,17.22222222222222,11.5
UNKNOWN,,47.0,30.38888888888889,
SEN031,,63.0,22.1,19.812
SEN029,,31.0,32.111111111111114,5.4
SEN044,,90.0,33.0,28.5
SEN014,,71.0,36.77777777777778,2.3
SEN019,,81.0,15.9,31.6
SEN019,,54.0,23.6,
SEN026,,52.0,39.9,36.0
SEN020,,,25.8,
SEN025,,70.0,,18.2
SEN015,,89.0,23.0,8.8
SEN045,,61.0,37.27777777777778,4.3180000000000005
SEN033,,72.0,23.5,10.5
SEN035,,38.0,37.4,45.8
SEN046,,59.0,35.2,49.3
SEN050,,52.0,15.88888888888889,15.8
SEN005,,88.0,32.3,4.5
SEN037,,,16.61111111111111,37.2
SEN011,,72.0,15.3,14.9
SEN021,,83.0,26.77777777777778,
SEN024,,73.0,30.5,0.05
SEN006,,65.0,37.72222222222222,18.2
SEN025,,44.0,23.1,7.2
SEN028,,68.0,21.22222222222222,2.6
SEN043,,75.0,31.0,-35.1
SEN006,,38.0,,33.274
SEN026,,88.0,21.2,32.6
SEN046,,46.0,23.0,25.3
SEN039,,68.0,20.27777777777778,30.8
SEN039,,84.0,17.3,43.687999999999995
SEN008,,68.0,,11.937999999999999
SEN045,,72.0,23.5,-15.6
SEN043,,57.0,,21.081999999999997
SEN027,,93.0,28.61111111111111,0.3
SEN033,,73.0,18.77777777777778,25.5
SEN034,,34.0,35.5,33.6
UNKNOWN,,71.0,34.6,25.4
SEN018,,73.0,17.88888888888889,35.5
SEN050,,37.0,36.1,21.843999999999998
SEN026,,75.0,21.2,27.4
SEN029,,,,47.751999999999995
SEN037,,71.0,39.22222222222222,6.4
SEN050,,82.0,34.0,47.4
SEN034,,65.0,33.388888888888886,-1.6
SEN037,,74.0,38.8,5.2
SEN018,,89.0,,32.3
SEN005,,,35.3,48.7
SEN028,,46.0,18.7,
SEN041,,49.0,,
SEN025,,37.0,39.2,-5.4
SEN050,,73.0,,26.3
SEN026,,53.0,,18.7
UNKNOWN,,65.0,36.8,37.4
SEN030,,64.0,33.0,
SEN027,,32.0,21.611111111111114,28.7
SEN030,,42.0,19.61111111111111,37.2
SEN018,,90.0,33.6,28.9
SEN004,,78.0,,27.0
SEN044,,89.0,22.7,37.5
SEN006,,,29.11111111111111,-37.7
SEN047,,67.0,38.4,48.1
SEN022,,76.0,38.388888888888886,24.9
SEN045,,68.0,,10.7
SEN034,,38.0,30.9,0.3
SEN005,,69.0,26.11111111111111,1.19
SEN011,,80.0,26.8,28.701999999999995
UNKNOWN,,45.0,25.6,
SEN001,,50.0,17.7,11.0
SEN027,,57.0,33.22222222222222,1.6
UNKNOWN,,74.0,29.61111111111111,12.0
UNKNOWN,,83.0,20.777777777777782,
SEN037,,91.0,34.388888888888886,2.3
SEN007,,33.0,30.5,48.2
SEN045,,56.0,,-37.9
SEN002,,46.0,25.11111111111111,23.3
SEN041,,66.0,22.5,23.4
SEN035,,31.0,32.3,0.1
SEN029,,71.0,22.5,19.7
SEN001,,81.0,15.1,12.8
SEN029,,80.0,35.4,42.8
SEN007,,67.0,22.11111111111111,44.2
SEN006,,90.0,34.0,32.4
SEN049,,68.0,26.5,38.3
SEN046,,68.0,35.7,21.0
SEN004,,36.0,20.8,
SEN008,,,,46.6
SEN013,,89.0,20.611111111111107,17.8
SEN049,,82.0,21.1,45.211999999999996
SEN025,,42.0,,47.6
SEN005,,93.0,,0.9
SEN004,,42.0,28.0,28.1
SEN029,,47.0,25.611111111111107,21.8
SEN047,,32.0,28.9,42.9
SEN014,,80.0,39.5,32.6
SEN047,,84.0,,8.382
SEN034,,57.0,27.277777777777775,48.5
SEN045,,33.0,28.9,35.05199999999999
SEN044,,,,
SEN039,,86.0,22.9,20.8
SEN024,,89.0,20.1,49.3
SEN004,,55.0,,15.9
SEN047,,,29.5,1.19
SEN027,,83.0,30.2,32.7
SEN003,,38.0,20.6,30.0
SEN039,,92.0,,43.434
SEN031,,91.0,22.61111111111111,-39.3
SEN050,,95.0,19.3,
SEN014,,35.0,,41.1
SEN030,,,17.6,-5.5
SEN042,,80.0,29.9,29.463999999999995
SEN045,,64.0,32.5,0.508
SEN032,,81.0,,2.032
SEN049,,76.0,16.3,9.2
SEN036,,66.0,,0.32
SEN019,,91.0,16.9,35.6
SEN002,,40.0,23.6,6.0
SEN003,,92.0,17.61111111111111,26.6
SEN020,,49.0,,10.3
SEN046,,73.0,25.0,8.7
SEN005,,38.0,,14.5
SEN045,,34.0,34.388888888888886,1.778
SEN021,,36.0,38.9,35.6
SEN001,,82.0,15.4,17.8
SEN009,,94.0,36.77777777777778,1.49
UNKNOWN,,93.0,16.4,13.97
UNKNOWN,,86.0,34.6,35.3
SEN007,,95.0,,16.5
SEN048,,63.0,16.27777777777778,7.6
SEN021,,48.0,35.111111111111114,9.3
SEN013,,65.0,25.777777777777782,13.4
SEN031,,51.0,,0.3
SEN023,,92.0,,
SEN016,,48.0,,23.4
SEN002,,64.0,35.388888888888886,29.9
UNKNOWN,,87.0,,40.9
SEN047,,35.0,17.6,21.59
SEN021,,53.0,18.8,27.686
SEN001,,33.0,20.5,28.701999999999995
SEN035,,60.0,15.38888888888889,30.1
SEN018,,,21.22222222222222,1.83
SEN046,,85.0,29.4,-10.0
SEN029,,73.0,28.388888888888886,36.321999999999996
SEN035,,36.0,22.88888888888889,1.5
SEN023,,56.0,26.4,14.731999999999998
SEN030,2026-01-15 05:30:00,51.0,23.1,23.9
SEN012,,,16.4,29.9
SEN037,,81.0,,5.588
SEN038,2026-03-24 05:30:00,78.0,32.72222222222222,1.62
SEN050,,71.0,26.5,15.0
SEN042,,34.0,20.222222222222225,
SEN013,,88.0,23.0,
SEN020,,31.0,30.88888888888889,34.6
SEN047,,,35.611111111111114,
SEN006,,36.0,34.388888888888886,31.6
SEN007,,41.0,25.6,11.6
SEN041,,69.0,,37.083999999999996
SEN042,,58.0,21.0,43.7
SEN048,,,25.777777777777782,19.8
SEN027,,66.0,18.7,7.5
SEN004,,51.0,,1.81
