arrival_id,date,mandi_id,crop_name,variety,farmer_count,arrival_quantity_qtl
ARR0007144,2026-10-06,MANDI-014,Mustard,HD-2967,117.0,88.94999999999999
ARR0007741,2026-06-19,MANDI-002,Wheat,Pusa-1121,25.0,65.72
ARR0022785,2026-05-02,MANDI-041,Rice,PBW-343,18.0,268.94
ARR0011428,2026-05-23,MANDI-051,Mustard,Premium,84.0,274.14
ARR0014992,2026-04-15,MANDI-038,Wheat,Local,103.0,315.47
ARR0001486,2026-10-01,MANDI-045,Mustard,Premium,101.0,329.15000000000003
ARR0021823,2026-01-28,MANDI-011,Mustard,Local,40.0,256.61
ARR0007653,2026-03-29,MANDI-038,Cotton,,72.0,271.79
ARR0014721,2026-08-01,MANDI-001,Maize,Pusa-1121,100.0,289.39
ARR0024730,2026-06-26,MANDI-029,Mustard,Premium,45.0,131.53
ARR0006211,2026-08-28,MANDI-007,Wheat,PBW-343,,76.25
ARR0004268,2026-02-15,MANDI-023,Mustard,PBW-343,88.0,130.17
ARR0010587,2026-07-18,MANDI-012,Rice,Premium,,20.19
ARR0016873,2026-08-23,MANDI-038,Sugarcane,Local,62.0,498.38
ARR0000676,2026-05-26,MANDI-013,Sugarcane,HD-2967,108.0,438.14
ARR0005135,2026-01-05,MANDI-027,Rice,Local,10.0,433.97
ARR0000024,2026-01-05,MANDI-029,Cotton,Hybrid,74.0,412.94
ARR0024968,2026-05-11,MANDI-051,Sugarcane,HD-2967,110.0,179.27
ARR0000077,2026-06-13,MANDI-017,Maize,Hybrid,17.0,87.13
ARR0011053,2026-06-05,MANDI-052,Maize,Premium,135.0,5.0
ARR0000541,2026-03-15,MANDI-029,Wheat,HD-2967,106.0,448.43
ARR0017292,2026-08-18,MANDI-021,Rice,PBW-343,25.0,465.95
ARR0003047,2026-01-16,MANDI-010,Sugarcane,,13.0,93.38
ARR0002037,2026-03-26,MANDI-014,Sugarcane,Premium,45.0,296.43
ARR0003066,2026-06-19,MANDI-026,Maize,Premium,32.0,136.05
ARR0013665,2026-02-01,MANDI-051,Mustard,HD-2967,132.0,296.75
ARR0020988,2026-03-29,MANDI-014,Rice,HD-2967,122.0,485.73
ARR0023360,2026-08-23,MANDI-001,Maize,PBW-343,67.0,206.44
ARR0006110,2026-04-21,MANDI-008,Sugarcane,Premium,98.0,243.09
ARR0019506,2026-03-13,MANDI-031,Wheat,,53.0,201.96
ARR0007099,2026-03-24,MANDI-025,Sugarcane,Premium,120.0,216.26
ARR0006376,2026-02-17,MANDI-010,Cotton,Pusa-1121,90.0,0.6817000000000001
ARR0007872,2026-12-03,MANDI-012,Maize,HD-2967,,267.93
ARR0007981,2026-01-17,MANDI-057,Rice,PBW-343,87.0,265.46
ARR0013716,2026-02-28,MANDI-034,Maize,,137.0,24.92
ARR0023783,2026-05-28,MANDI-014,Sugarcane,Local,15.0,495.76
ARR0006928,2026-07-07,MANDI-021,Rice,Local,148.0,9.0
ARR0001042,2026-08-19,MANDI-025,Wheat,Local,,392.8
ARR0021195,2026-01-17,MANDI-013,Wheat,Local,136.0,475.23
ARR0024594,2026-01-19,MANDI-023,Wheat,,71.0,42.0
ARR0024724,2026-04-06,MANDI-017,Maize,,84.0,41.59
ARR0009606,2026-03-11,MANDI-034,Mustard,Local,105.0,388.3
ARR0000115,2026-07-30,MANDI-005,Maize,,,427.16999999999996
ARR0006992,2026-01-18,MANDI-031,Sugarcane,Pusa-1121,127.0,186.70999999999998
ARR0009391,2026-08-10,MANDI-025,Maize,,11.0,64.81
ARR0004251,2026-07-30,MANDI-007,Sugarcane,PBW-343,129.0,110.44
ARR0007551,2026-05-13,MANDI-017,Maize,Premium,145.0,36.0
ARR0008423,2026-05-23,MANDI-023,Mustard,PBW-343,11.0,297.31
ARR0012597,2026-02-27,MANDI-009,Cotton,HD-2967,7.0,334.51
ARR0018002,2026-08-11,MANDI-008,Mustard,Pusa-1121,87.0,384.48
ARR0001247,2026-02-20,MANDI-010,Wheat,Pusa-1121,24.0,130.23
ARR0020640,2026-01-27,MANDI-036,Maize,Pusa-1121,133.0,133.7
ARR0003854,2026-05-05,MANDI-007,Mustard,Premium,17.0,18.26
ARR0015256,2026-07-16,MANDI-054,Mustard,Local,60.0,468.37
ARR0005814,2026-04-17,MANDI-006,Rice,Hybrid,31.0,102.28
ARR0024595,2026-08-05,MANDI-034,Cotton,Premium,117.0,17.66
ARR0024316,2026-03-21,MANDI-030,Sugarcane,PBW-343,90.0,323.5899999999999
ARR0001759,2026-03-14,MANDI-049,Wheat,PBW-343,22.0,404.09
ARR0022050,2026-05-05,MANDI-008,Sugarcane,HD-2967,140.0,139.65
ARR0004311,2026-03-15,MANDI-020,Wheat,Local,67.0,402.79
ARR0007645,2026-04-30,MANDI-027,Maize,,88.0,291.9
ARR0010896,2026-02-06,MANDI-014,Mustard,Hybrid,60.0,262.47
,2026-05-18,MANDI-027,Rice,PBW-343,27.0,336.22
ARR0023419,2026-06-14,MANDI-005,Wheat,PBW-343,95.0,269.1
ARR0012707,2026-05-31,MANDI-029,Mustard,Local,65.0,210.13
ARR0024817,2026-12-05,MANDI-044,Mustard,,106.0,283.71
ARR0003599,2026-02-21,MANDI-019,Maize,PBW-343,,12.0
,2026-02-25,MANDI-028,Cotton,Hybrid,61.0,292.65
ARR0001481,2026-04-16,MANDI-010,Sugarcane,Premium,142.0,425.42
ARR0007411,2026-03-29,MANDI-004,Rice,Premium,127.0,326.61
ARR0016016,2026-08-25,MANDI-004,Wheat,HD-2967,138.0,30.0
ARR0014655,2026-05-17,MANDI-027,Rice,Local,64.0,135.67
ARR0006279,2026-05-28,MANDI-026,Sugarcane,,107.0,461.23
ARR0015014,2026-02-14,MANDI-005,Maize,,21.0,357.65
ARR0024393,2026-04-30,MANDI-049,Wheat,Pusa-1121,92.0,109.51
ARR0021158,2026-09-03,MANDI-029,Cotton,Hybrid,53.0,368.31
ARR0009870,2026-09-06,MANDI-002,Sugarcane,,137.0,92.64
ARR0006320,2026-08-16,MANDI-007,Cotton,PBW-343,22.0,100.9
ARR0011912,2026-02-14,MANDI-039,Mustard,Local,,152.06
ARR0013454,2026-07-22,MANDI-056,Cotton,Premium,132.0,231.34
ARR0019826,2026-12-03,MANDI-041,Maize,PBW-343,139.0,494.39
ARR0016071,2026-01-29,MANDI-057,Sugarcane,Local,67.0,41.9
ARR0013294,2026-08-23,MANDI-051,Mustard,Premium,143.0,284.26
ARR0019805,2026-07-24,MANDI-056,Rice,HD-2967,30.0,400.63
ARR0017065,2026-08-18,MANDI-004,Sugarcane,Hybrid,55.0,74.56
ARR0013081,2026-06-15,MANDI-033,Wheat,HD-2967,44.0,9.0
ARR0019530,2026-04-04,MANDI-056,Mustard,Premium,122.0,21.19
ARR0010797,2026-03-31,MANDI-010,Mustard,Local,94.0,322.36
ARR0001781,2026-07-29,MANDI-055,Mustard,Local,,25.0
,2026-08-06,MANDI-042,Mustard,HD-2967,,41.0
ARR0023775,2026-01-09,MANDI-053,Maize,Pusa-1121,130.0,4.4314
ARR0012495,2026-01-07,MANDI-011,Mustard,,7.0,68.0
ARR0003823,2026-07-08,MANDI-045,Maize,HD-2967,124.0,404.23
ARR0019068,2026-04-30,MANDI-049,Rice,HD-2967,150.0,418.25
ARR0019968,2026-01-24,MANDI-036,Cotton,Pusa-1121,79.0,356.27
ARR0014079,2026-08-20,MANDI-027,Wheat,PBW-343,22.0,371.15999999999997
ARR0024463,2026-03-14,MANDI-045,Mustard,Local,117.0,370.12
ARR0009444,2026-06-08,MANDI-037,Mustard,PBW-343,63.0,206.49
ARR0015945,2026-02-09,MANDI-033,Mustard,HD-2967,14.0,438.9100000000001
ARR0011245,2026-03-06,MANDI-042,Maize,,105.0,21.55
ARR0005838,2026-02-26,MANDI-040,Maize,Pusa-1121,112.0,302.0
ARR0024996,2026-03-19,MANDI-002,Rice,Hybrid,112.0,280.42
ARR0019238,2026-09-03,MANDI-026,Rice,,143.0,275.22
ARR0018103,2026-07-22,MANDI-005,Mustard,Local,46.0,402.0
ARR0021174,2026-08-05,MANDI-001,Maize,HD-2967,62.0,315.97
ARR0010248,2026-07-19,MANDI-052,Wheat,Local,124.0,34.93
ARR0005045,2026-11-08,MANDI-004,Cotton,Hybrid,,421.19
ARR0014673,2026-07-13,MANDI-003,Rice,,27.0,336.09
ARR0003839,2026-08-01,MANDI-026,Rice,PBW-343,,430.66
ARR0021262,2026-06-22,MANDI-003,Mustard,Premium,23.0,217.8
ARR0022174,2026-06-22,MANDI-039,Rice,HD-2967,,235.56
ARR0006352,2026-05-22,MANDI-051,Wheat,Pusa-1121,139.0,20.0
ARR0015821,2026-01-23,MANDI-045,Rice,Premium,148.0,417.33
ARR0000589,2026-01-19,MANDI-008,Mustard,HD-2967,66.0,148.65
ARR0023982,2026-01-19,MANDI-020,Mustard,Hybrid,131.0,241.16
ARR0016191,2026-03-31,MANDI-039,Mustard,Premium,34.0,139.17
ARR0014536,2026-03-02,MANDI-007,Mustard,Premium,29.0,385.17
ARR0019138,2026-08-13,MANDI-041,Sugarcane,PBW-343,147.0,200.15
ARR0013498,2026-01-07,MANDI-001,Sugarcane,,75.0,456.73
ARR0014798,2026-06-12,MANDI-031,Mustard,PBW-343,85.0,359.53000000000003
ARR0020054,2026-05-22,MANDI-046,Cotton,Premium,,477.76
ARR0007791,2026-01-22,MANDI-004,Cotton,Pusa-1121,148.0,13.91
ARR0006170,2026-07-09,MANDI-027,Maize,,,30.0
ARR0000608,2026-06-17,MANDI-049,Sugarcane,,73.0,121.08000000000001
ARR0022513,2026-04-28,MANDI-042,Sugarcane,Pusa-1121,149.0,284.1
ARR0018578,2026-05-25,MANDI-056,Cotton,,,406.52
ARR0014837,2026-03-01,MANDI-010,Mustard,Hybrid,31.0,494.14
ARR0022215,2026-05-01,MANDI-050,Mustard,Premium,,357.07
ARR0010371,2026-03-20,MANDI-029,Cotton,Premium,116.0,116.96
ARR0002985,2026-01-12,MANDI-043,Mustard,Local,71.0,172.0
ARR0003280,2026-06-15,MANDI-004,Cotton,Premium,103.0,240.24
ARR0009067,2026-03-02,MANDI-020,Sugarcane,Local,103.0,11.690000000000001
ARR0002816,2026-11-03,MANDI-022,Cotton,Premium,72.0,223.74
ARR0022167,2026-05-16,MANDI-024,Rice,Pusa-1121,112.0,259.47
ARR0013620,2026-08-05,MANDI-031,Maize,Pusa-1121,,137.04
ARR0002650,2026-05-07,MANDI-045,Maize,Local,,53.38
ARR0004924,2026-03-09,MANDI-027,Wheat,Local,6.0,130.98
ARR0013019,2026-06-27,MANDI-024,Rice,HD-2967,15.0,354.84000000000003
ARR0018224,2026-03-05,MANDI-039,Sugarcane,Local,24.0,33.0
ARR0013103,2026-06-25,MANDI-051,Sugarcane,,101.0,374.66
ARR0002348,2026-02-09,MANDI-033,Maize,Local,55.0,223.59000000000003
ARR0000755,2026-08-25,MANDI-037,Sugarcane,PBW-343,18.0,229.84
ARR0018481,2026-08-13,MANDI-016,Maize,Hybrid,92.0,403.41999999999996
ARR0011649,2026-07-01,MANDI-007,Cotton,Premium,141.0,135.13
ARR0016703,2026-01-31,MANDI-050,Maize,Hybrid,40.0,320.88
ARR0006636,2026-05-20,MANDI-027,Cotton,PBW-343,15.0,123.77
ARR0014295,2026-05-01,MANDI-035,Maize,Premium,86.0,128.23
ARR0008722,2026-01-18,MANDI-051,Maize,Hybrid,17.0,434.17
ARR0006709,2026-01-20,MANDI-052,Mustard,Premium,28.0,378.09000000000003
ARR0022407,2026-06-09,MANDI-003,Maize,PBW-343,126.0,296.14
ARR0001415,2026-06-14,MANDI-027,Mustard,,47.0,396.53
ARR0019536,2026-08-28,MANDI-010,Rice,Hybrid,73.0,96.21
ARR0015695,2026-05-03,MANDI-035,Maize,Premium,56.0,315.68
ARR0008861,2026-01-15,MANDI-002,Rice,Pusa-1121,,200.15
ARR0006158,2026-03-04,MANDI-020,Maize,PBW-343,146.0,44.0
ARR0003034,2026-06-21,MANDI-043,Wheat,Local,66.0,370.82
ARR0023342,2026-03-16,MANDI-030,Mustard,PBW-343,82.0,2.0
ARR0003629,2026-03-24,MANDI-007,Sugarcane,PBW-343,74.0,365.19
ARR0016321,2026-06-19,MANDI-031,Mustard,PBW-343,93.0,461.22
,2026-10-08,MANDI-031,Maize,Pusa-1121,,288.15
ARR0005557,2026-03-30,MANDI-031,Rice,Hybrid,122.0,33.03
ARR0001349,2026-08-30,MANDI-040,Rice,,,201.96
ARR0011967,2026-03-13,MANDI-016,Sugarcane,Hybrid,51.0,236.72
ARR0008496,2026-08-19,MANDI-051,Sugarcane,Local,,12.17
ARR0007064,2026-05-12,MANDI-046,Rice,Hybrid,118.0,65.7
ARR0010461,2026-07-20,MANDI-039,Maize,HD-2967,39.0,349.4
ARR0009896,2026-11-06,MANDI-026,Sugarcane,Premium,55.0,193.82
ARR0023362,2026-04-06,MANDI-036,Mustard,Hybrid,42.0,287.8
ARR0012027,2026-06-30,MANDI-011,Wheat,,135.0,329.93
ARR0022450,2026-01-16,MANDI-039,Mustard,Premium,,374.67
ARR0005897,2026-03-06,MANDI-023,Sugarcane,Pusa-1121,12.0,37.0
ARR0008563,2026-02-01,MANDI-028,Wheat,Hybrid,112.0,483.40000000000003
ARR0015055,2026-08-12,MANDI-039,Mustard,PBW-343,148.0,481.67
ARR0001619,2026-03-20,MANDI-038,Rice,Local,138.0,378.43
ARR0018560,2026-02-24,MANDI-007,Wheat,,40.0,398.62
ARR0008472,2026-05-08,MANDI-039,Cotton,Premium,60.0,260.12
ARR0007046,2026-04-02,MANDI-043,Wheat,HD-2967,93.0,247.18
,2026-01-29,MANDI-007,Mustard,HD-2967,22.0,383.65
ARR0003207,2026-08-17,MANDI-017,Cotton,HD-2967,93.0,253.36
,2026-01-23,MANDI-050,Sugarcane,Pusa-1121,55.0,96.47
ARR0004275,2026-09-07,MANDI-056,Cotton,Hybrid,47.0,448.77
ARR0001388,2026-07-23,MANDI-003,Rice,PBW-343,73.0,45.64999999999999
ARR0013593,2026-07-15,MANDI-017,Maize,Pusa-1121,106.0,37.0
ARR0013389,2026-04-11,MANDI-016,Mustard,HD-2967,73.0,268.08
ARR0017809,2026-02-13,MANDI-041,Cotton,Local,88.0,87.81
ARR0013916,2026-03-31,MANDI-048,Maize,Premium,74.0,29.0
ARR0010412,2026-04-04,MANDI-057,Sugarcane,Local,37.0,7.0
ARR0023901,2026-04-23,MANDI-038,Wheat,Hybrid,11.0,152.27
ARR0008284,2026-01-29,MANDI-029,Wheat,HD-2967,,465.47
ARR0001951,2026-06-17,MANDI-037,Rice,Pusa-1121,40.0,432.89
ARR0004830,2026-06-29,MANDI-033,Mustard,Pusa-1121,123.0,395.37
ARR0010929,2026-03-27,MANDI-042,Cotton,Local,43.0,257.56
ARR0019606,2026-06-30,MANDI-026,Sugarcane,PBW-343,10.0,139.03
ARR0015923,2026-08-29,MANDI-017,Rice,HD-2967,,78.54
ARR0001069,2026-08-30,MANDI-007,Sugarcane,,29.0,225.53
ARR0003661,2026-04-12,MANDI-018,Maize,Premium,72.0,342.49
ARR0002578,2026-08-26,MANDI-037,Cotton,Pusa-1121,65.0,223.85
ARR0020995,2026-02-26,MANDI-039,Wheat,,125.0,444.72
ARR0002471,2026-02-04,MANDI-012,Wheat,Premium,93.0,458.89
ARR0002275,2026-09-05,MANDI-035,Wheat,PBW-343,138.0,230.39
ARR0011160,2026-04-25,MANDI-008,Sugarcane,HD-2967,,1.0684
ARR0012939,2026-05-04,MANDI-047,Rice,PBW-343,109.0,430.78
ARR0012842,2026-08-24,MANDI-010,Sugarcane,HD-2967,42.0,46.0
ARR0012446,2026-03-08,MANDI-007,Sugarcane,Local,15.0,192.27
ARR0001266,2026-05-20,MANDI-012,Maize,Pusa-1121,66.0,153.89
ARR0012387,2026-05-14,MANDI-047,Cotton,PBW-343,33.0,211.46
ARR0015022,2026-03-02,MANDI-030,Rice,Local,131.0,59.32
ARR0010959,2026-04-19,MANDI-012,Cotton,,49.0,473.06
ARR0007865,2026-04-27,MANDI-004,Wheat,Pusa-1121,60.0,483.44
ARR0002846,2026-05-14,MANDI-006,Rice,,44.0,390.5
ARR0003039,2026-08-23,MANDI-012,Sugarcane,Hybrid,139.0,240.36
ARR0023586,2026-05-01,MANDI-012,Cotton,Local,135.0,109.56
ARR0019920,2026-03-19,MANDI-004,Cotton,Hybrid,33.0,188.72999999999996
ARR0011699,2026-05-26,MANDI-032,Wheat,HD-2967,101.0,112.17
ARR0019649,2026-04-08,MANDI-038,Sugarcane,PBW-343,88.0,452.91
ARR0008775,2026-01-13,MANDI-009,Cotton,Premium,88.0,413.82
ARR0006129,2026-07-06,MANDI-054,Sugarcane,Premium,,488.5
ARR0020295,2026-04-29,MANDI-036,Mustard,Hybrid,36.0,244.89
ARR0023309,2026-01-16,MANDI-045,Maize,Premium,76.0,367.07
ARR0005033,2026-08-11,MANDI-047,Maize,Hybrid,64.0,414.09
ARR0023829,2026-03-04,MANDI-022,Cotton,Hybrid,35.0,213.21
ARR0000348,2026-05-02,MANDI-043,Rice,Pusa-1121,107.0,241.12
ARR0023642,2026-04-18,MANDI-050,Rice,HD-2967,86.0,126.55
ARR0002261,2026-06-12,MANDI-028,Sugarcane,HD-2967,,4.0
ARR0012709,2026-06-21,MANDI-030,Cotton,Premium,46.0,150.16
ARR0006278,2026-06-12,MANDI-041,Mustard,Hybrid,142.0,235.48
ARR0015536,2026-07-25,MANDI-018,Maize,HD-2967,49.0,375.5
ARR0007092,2026-06-09,MANDI-036,Mustard,Hybrid,98.0,399.42
ARR0023318,2026-07-18,MANDI-017,Rice,Local,70.0,394.76
ARR0020637,2026-09-05,MANDI-031,Maize,PBW-343,112.0,269.7
ARR0017690,2026-06-18,MANDI-030,Maize,PBW-343,46.0,261.27
ARR0009920,2026-03-27,MANDI-056,Maize,HD-2967,149.0,340.65
ARR0005881,2026-03-20,MANDI-007,Rice,Local,92.0,494.24
ARR0004953,2026-02-16,MANDI-032,Rice,Premium,69.0,407.75
ARR0008763,2026-07-09,MANDI-035,Mustard,,141.0,3.0
ARR0001478,2026-02-26,MANDI-007,Wheat,PBW-343,21.0,311.98
ARR0019299,2026-04-17,MANDI-028,Sugarcane,PBW-343,143.0,444.08
ARR0008373,2026-04-15,MANDI-025,Rice,Premium,109.0,225.76
ARR0015098,2026-02-16,MANDI-052,Wheat,HD-2967,22.0,388.17
ARR0022326,2026-06-16,MANDI-034,Cotton,HD-2967,70.0,243.98
ARR0020695,2026-06-25,MANDI-042,Mustard,Pusa-1121,,13.0
ARR0009030,2026-06-24,MANDI-036,Rice,Local,68.0,274.66
ARR0011020,2026-05-03,MANDI-001,Maize,Premium,64.0,455.93000000000006
ARR0007249,2026-05-16,MANDI-034,Maize,Pusa-1121,,75.42
ARR0000256,2026-07-22,MANDI-010,Sugarcane,,133.0,34.0
ARR0012105,2026-10-03,MANDI-026,Mustard,Hybrid,100.0,420.88
ARR0007284,2026-08-11,MANDI-007,Maize,Hybrid,138.0,447.64
ARR0012971,2026-09-05,MANDI-042,Rice,Hybrid,9.0,498.26
ARR0019354,2026-06-23,MANDI-001,Wheat,HD-2967,59.0,487.49
ARR0013109,2026-06-22,MANDI-003,Cotton,Premium,76.0,286.54
ARR0018819,2026-02-08,MANDI-001,Sugarcane,Premium,98.0,366.82000000000005
ARR0004514,2026-06-28,MANDI-041,Cotton,Local,33.0,67.68
ARR0022854,2026-07-21,MANDI-024,Sugarcane,Hybrid,83.0,343.75
ARR0010824,2026-06-02,MANDI-026,Wheat,Pusa-1121,,28.0
ARR0000108,2026-07-13,MANDI-057,Sugarcane,Premium,25.0,140.69
ARR0003718,2026-06-08,MANDI-017,Maize,Local,60.0,426.1
ARR0006703,2026-05-19,MANDI-051,Maize,Hybrid,90.0,499.44
ARR0012656,2026-05-23,MANDI-007,Sugarcane,HD-2967,,306.8
ARR0013343,2026-07-14,MANDI-012,Cotton,Hybrid,,469.7
ARR0000417,2026-03-13,MANDI-020,Rice,Pusa-1121,75.0,366.27
ARR0006517,2026-04-24,MANDI-008,Rice,PBW-343,48.0,146.54
ARR0004826,2026-01-02,MANDI-006,Rice,PBW-343,22.0,332.43
ARR0000247,2026-06-09,MANDI-038,Wheat,,90.0,468.98
ARR0020210,2026-08-18,MANDI-029,Sugarcane,Local,142.0,253.55
ARR0015067,2026-03-26,MANDI-008,Cotton,Local,106.0,346.5
ARR0015295,2026-06-03,MANDI-040,Mustard,Local,72.0,68.7
ARR0024524,2026-06-27,MANDI-025,Sugarcane,PBW-343,125.0,419.5
ARR0016724,2026-06-29,MANDI-053,Rice,,61.0,380.86
ARR0014194,2026-01-17,MANDI-035,Wheat,Local,127.0,220.5
ARR0016303,2026-07-24,MANDI-042,Mustard,Local,7.0,454.61
ARR0013272,2026-02-07,MANDI-005,Mustard,PBW-343,50.0,378.46
ARR0008776,2026-02-17,MANDI-013,Cotton,Pusa-1121,128.0,454.52
ARR0022655,2026-08-02,MANDI-010,Rice,Premium,6.0,46.0
ARR0004607,2026-07-12,MANDI-057,Cotton,PBW-343,148.0,8.0
ARR0021492,2026-03-12,MANDI-038,Rice,Local,21.0,237.71
ARR0020889,2026-01-12,MANDI-046,Mustard,Premium,109.0,243.38
ARR0001901,2026-01-17,MANDI-027,Wheat,Local,107.0,109.76
ARR0007566,2026-12-04,MANDI-044,Sugarcane,HD-2967,98.0,485.15000000000003
ARR0013254,2026-05-27,MANDI-006,Mustard,,55.0,96.63
ARR0024563,2026-07-09,MANDI-012,Sugarcane,Hybrid,37.0,335.89
ARR0017022,2026-06-07,MANDI-013,Cotton,Pusa-1121,89.0,208.6
ARR0024048,2026-01-16,MANDI-006,Sugarcane,PBW-343,142.0,78.89
ARR0009575,2026-11-04,MANDI-037,Maize,Local,49.0,240.09
ARR0000040,2026-03-12,MANDI-030,Cotton,,110.0,321.04
ARR0014180,2026-02-14,MANDI-046,Mustard,,104.0,162.34
ARR0018873,2026-03-18,MANDI-051,Mustard,Hybrid,119.0,20.0
ARR0009708,2026-07-02,MANDI-045,Cotton,Hybrid,102.0,318.33
ARR0004760,2026-07-31,MANDI-006,Cotton,Local,40.0,49.0
ARR0009552,2026-02-28,MANDI-011,Mustard,PBW-343,99.0,110.25999999999999
ARR0023976,2026-02-26,MANDI-045,Maize,PBW-343,36.0,81.56
ARR0021615,2026-04-21,MANDI-009,Mustard,Local,7.0,437.56
ARR0014695,2026-05-10,MANDI-035,Wheat,Local,25.0,326.52
ARR0009310,2026-04-24,MANDI-051,Sugarcane,,78.0,226.40999999999997
ARR0002981,2026-04-12,MANDI-008,Rice,Premium,46.0,261.58
ARR0011630,2026-04-16,MANDI-052,Cotton,HD-2967,96.0,1.2344
ARR0010761,2026-02-23,MANDI-017,Rice,Local,100.0,64.65
ARR0024410,2026-08-05,MANDI-044,Sugarcane,PBW-343,113.0,158.41
ARR0016538,2026-02-21,MANDI-056,Wheat,Hybrid,78.0,15.82
ARR0016562,2026-07-04,MANDI-019,Maize,Premium,,468.75
ARR0003545,2026-08-28,MANDI-005,Wheat,Premium,,323.55
ARR0019479,2026-07-13,MANDI-006,Cotton,,81.0,127.47
ARR0002868,2026-03-29,MANDI-051,Cotton,Hybrid,,27.85
ARR0012635,2026-02-22,MANDI-043,Rice,HD-2967,72.0,2.0
ARR0018561,2026-05-24,MANDI-014,Cotton,HD-2967,79.0,484.9200000000001
ARR0022776,2026-05-14,MANDI-032,Wheat,Hybrid,13.0,266.03
ARR0010810,2026-05-26,MANDI-001,Wheat,Premium,105.0,324.85
ARR0004571,2026-01-05,MANDI-003,Mustard,Hybrid,60.0,361.12
ARR0022278,2026-01-20,MANDI-008,Mustard,Local,82.0,460.23
ARR0006455,2026-01-05,MANDI-021,Mustard,Premium,76.0,330.78
ARR0012163,2026-06-24,MANDI-015,Cotton,Hybrid,79.0,122.87
ARR0001879,2026-08-06,MANDI-038,Wheat,Local,5.0,147.63
ARR0013564,2026-07-27,MANDI-018,Sugarcane,Local,67.0,216.87
ARR0022229,2026-03-05,MANDI-040,Rice,,59.0,48.96
ARR0012611,2026-03-14,MANDI-025,Mustard,Premium,,201.87
ARR0023797,2026-05-03,MANDI-041,Wheat,,,153.85
ARR0003898,2026-07-05,MANDI-053,Rice,HD-2967,62.0,6.0
ARR0022796,2026-03-27,MANDI-036,Mustard,Local,68.0,61.29
ARR0011858,2026-08-13,MANDI-002,Rice,,124.0,35.0
ARR0011643,2026-05-24,MANDI-019,Cotton,Local,105.0,398.09
ARR0002730,2026-06-24,MANDI-027,Wheat,,16.0,30.0
ARR0018848,2026-08-18,MANDI-053,Wheat,PBW-343,77.0,325.59
ARR0006851,2026-04-03,MANDI-018,Rice,Hybrid,38.0,37.13
ARR0000415,2026-06-15,MANDI-044,Sugarcane,,,171.35
ARR0007888,2026-02-16,MANDI-005,Rice,,90.0,172.48
ARR0017296,2026-08-17,MANDI-043,Wheat,Pusa-1121,26.0,224.67
ARR0006387,2026-06-05,MANDI-013,Wheat,PBW-343,32.0,6.0
,2026-02-16,MANDI-044,Sugarcane,,132.0,358.04
ARR0021213,2026-02-20,MANDI-001,Cotton,Pusa-1121,,359.78
ARR0023330,2026-07-05,MANDI-025,Cotton,Local,37.0,444.89
ARR0005068,2026-05-04,MANDI-048,Cotton,HD-2967,53.0,144.83
ARR0020395,2026-02-27,MANDI-039,Wheat,Pusa-1121,37.0,255.15
ARR0013871,2026-01-22,MANDI-042,Cotton,Pusa-1121,66.0,450.0
ARR0006486,2026-03-13,MANDI-034,Mustard,Premium,26.0,302.42
ARR0011922,2026-05-19,MANDI-013,Wheat,Pusa-1121,100.0,433.7
ARR0006334,2026-05-13,MANDI-046,Maize,Pusa-1121,32.0,369.28
ARR0021167,2026-03-13,MANDI-011,Wheat,Premium,49.0,76.5
ARR0017251,2026-05-17,MANDI-008,Sugarcane,Premium,,343.3
ARR0005933,2026-07-02,MANDI-031,Maize,Local,42.0,427.22
ARR0018388,2026-09-05,MANDI-021,Cotton,PBW-343,110.0,320.78
ARR0022710,2026-08-12,MANDI-054,Sugarcane,Pusa-1121,46.0,459.78999999999996
ARR0008066,2026-07-13,MANDI-003,Mustard,HD-2967,66.0,102.2
ARR0010920,2026-06-21,MANDI-050,Rice,HD-2967,80.0,34.31
ARR0021565,2026-07-15,MANDI-032,Cotton,HD-2967,69.0,268.05
ARR0024668,2026-02-16,MANDI-003,Rice,PBW-343,,319.76
ARR0001788,2026-02-05,MANDI-016,Mustard,Hybrid,81.0,3.0
ARR0012029,2026-02-02,MANDI-005,Cotton,Hybrid,,404.03
ARR0000037,2026-04-14,MANDI-043,Rice,Local,82.0,44.99
ARR0020272,2026-09-02,MANDI-038,Cotton,Premium,65.0,36.0
ARR0007768,2026-05-17,MANDI-009,Wheat,HD-2967,98.0,44.54
ARR0004188,2026-07-13,MANDI-036,Maize,,82.0,247.1
ARR0008868,2026-04-22,MANDI-023,Wheat,PBW-343,19.0,372.22
ARR0011826,2026-04-18,MANDI-018,Maize,PBW-343,37.0,495.53
ARR0001556,2026-05-31,MANDI-024,Cotton,Pusa-1121,60.0,243.98
ARR0011722,2026-03-04,MANDI-023,Cotton,Premium,51.0,438.35
ARR0007253,2026-05-26,MANDI-019,Rice,Hybrid,44.0,32.0
ARR0006399,2026-05-24,MANDI-016,Cotton,,9.0,108.19
ARR0022314,2026-02-16,MANDI-025,Mustard,Pusa-1121,9.0,475.98
ARR0020735,2026-02-28,MANDI-023,Rice,Hybrid,65.0,315.62
ARR0014122,2026-01-30,MANDI-014,Wheat,Local,,29.0
ARR0015625,2026-06-07,MANDI-022,Sugarcane,Premium,17.0,462.62
ARR0021017,2026-08-08,MANDI-028,Sugarcane,Premium,11.0,95.56
ARR0003709,2026-07-03,MANDI-046,Sugarcane,Pusa-1121,55.0,170.41
